행정구역,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,공원_개수,총_인구수,입시학원_개수,어린이집_개수,초미세먼지_최대치,일산화탄소_최대치,마트거리(km),병원거리(km)
개포동,성원대치2단지아파트,39.53,202107,14,140000,7,1992,16,57218,95,9,34.645161,0.912903226,2.433311288,2.101732325
개포동,성원대치2단지아파트,39.53,202107,17,135000,8,1992,16,57218,95,9,34.645161,0.912903226,2.433311288,2.101732325
개포동,성원대치2단지아파트,39.53,202107,17,135000,8,1992,16,57218,95,9,34.645161,0.912903226,2.433311288,2.101732325
개포동,성원대치2단지아파트,39.53,202107,20,136000,5,1992,16,57218,95,9,34.645161,0.912903226,2.433311288,2.101732325
개포동,성원대치2단지아파트,33.18,202107,21,120000,11,1992,16,57218,95,9,34.645161,0.912903226,2.433311288,2.101732325
개포동,성원대치2단지아파트,33.18,202107,23,115200,12,1992,16,57218,95,9,34.645161,0.912903226,2.433311288,2.101732325
개포동,성원대치2단지아파트,39.53,202107,23,139500,3,1992,16,57218,95,9,34.645161,0.912903226,2.433311288,2.101732325
개포동,성원대치2단지아파트,33.18,202107,24,117000,12,1992,16,57218,95,9,34.645161,0.912903226,2.433311288,2.101732325
개포동,성원대치2단지아파트,33.18,202107,29,120000,11,1992,16,57218,95,9,34.645161,0.912903226,2.433311288,2.101732325
개포동,성원대치2단지아파트,49.86,202108,1,169000,10,1992,16,57218,95,9,34.645161,0.912903226,2.433311288,2.101732325
개포동,성원대치2단지아파트,33.18,202108,4,119500,3,1992,16,57218,95,9,34.645161,0.912903226,2.433311288,2.101732325
개포동,성원대치2단지아파트,33.18,202108,4,119500,3,1992,16,57218,95,9,34.645161,0.912903226,2.433311288,2.101732325
